Gen Number,Black Line Percentage
397,0.928342930262316
398,0.9289827255278312
399,0.9289827255278312
400,0.9187460012795904
401,0.9289827255278312
402,0.9289827255278312
403,0.9213051823416508
404,0.927703134996801
405,0.9328214971209212
406,0.9289827255278312
407,0.9289827255278312
408,0.927063339731286
409,0.924504158669226
410,0.9232245681381958
411,0.9328214971209212
412,0.925783749200256
413,0.9315419065898912
414,0.9264235444657708
415,0.9321817018554064
416,0.925783749200256
417,0.9315419065898912
418,0.9289827255278312
419,0.9334612923864364
420,0.9238643634037108
421,0.9334612923864364
422,0.9296225207933462
423,0.9334612923864364
424,0.9334612923864364
425,0.9315419065898912
426,0.9341010876519512
427,0.9309021113243762
428,0.9341010876519512
429,0.9321817018554064
430,0.9321817018554064
431,0.9315419065898912
432,0.9321817018554064
433,0.9309021113243762
434,0.9251439539347408
435,0.9238643634037108
436,0.924504158669226
437,0.9238643634037108
438,0.9315419065898912
439,0.924504158669226
440,0.9302623160588612
441,0.9251439539347408
442,0.9309021113243762
443,0.9078694817658348
444,0.9296225207933462
445,0.9251439539347408
446,0.925783749200256
447,0.927063339731286
448,0.9238643634037108
449,0.9296225207933462
450,0.9315419065898912
451,0.91106845809341
452,0.9238643634037108
453,0.9302623160588612
454,0.9232245681381958
455,0.924504158669226
456,0.9296225207933462
457,0.9232245681381958
458,0.9321817018554064
459,0.9315419065898912
460,0.9296225207933462
461,0.925783749200256
462,0.927063339731286
463,0.924504158669226
464,0.9251439539347408
465,0.927703134996801
466,0.9309021113243762
467,0.927703134996801
468,0.9302623160588612
469,0.9238643634037108
470,0.924504158669226
471,0.928342930262316
472,0.9251439539347408
473,0.9296225207933462
474,0.9232245681381958
475,0.9187460012795904
476,0.9264235444657708
477,0.9225847728726808
478,0.9193857965451055
479,0.9193857965451055
480,0.9296225207933462
481,0.9302623160588612
482,0.9232245681381958
483,0.9238643634037108
484,0.927063339731286
485,0.927703134996801
486,0.9238643634037108
487,0.927063339731286
488,0.9225847728726808
489,0.9213051823416508
490,0.9251439539347408
491,0.927063339731286
492,0.924504158669226
493,0.9264235444657708
494,0.9232245681381958
495,0.9232245681381958
496,0.9289827255278312
497,0.9289827255278312
498,0.9302623160588612
499,0.927703134996801
